name,servings,ingredients,directions,type,calories,cholesterol,fat,carbohydrates,fiber,sugars,protein,calcium,iron,vitamin_a,vitamin_c,vitamin_d,folate
Pumpkin Ricotta Stuffed Shells,12 servings,"['6 ounces jumbo pasta shells (about 12 jumbo pasta shells)', '1 1/4 cups ricotta cheese, part skim', '3/4 cup pumpkin', '1/2 teaspoon garlic powder (or 2 cloves garlic, minced)', '2 tablespoons basil', '1/4 teaspoon sage, dried', '1/2 teaspoon salt', '1/2 teaspoon pepper', '1/2 cup grated parmesan cheese, divided', '1 cup spaghetti sauce (low sodium)']","['Wash hands with soap and water.', 'Preheat oven to 350 degrees F. ', 'Cook pasta shells according to package directions. Drain and place each on a baking sheet to cool.', 'In a medium bowl, stir together ricotta, pumpkin, spices and all but 1 Tablespoon of the cheese. Reserve the 1 Tablespoon cheese for topping.', 'Spread pasta sauce in the bottom of a baking dish that holds all the shells in a single layer. Fill each shell with about 3 Tablespoons of pumpkin mixture and place shells close together on top of the sauce.', 'Cover pan with foil and bake for 30 minutes. Remove foil, sprinkle with remaining cheese and bake for 15 minutes more.']",Main,103,11 mg,4 g,12 g,1 g,2 g,6 g,120 mg,1 mg,162 mcg RAE,1 mg,0 mcg,36 mcg DFE
Pupusas Revueltas,12 servings,"['16 ounces chicken breast, ground', '1 tablespoon vegetable oil', '1/2 pound cheese, part-skim mozzarella, grated', '1/2 onion (small, finely diced)', '1 garlic clove (minced)', '1 green pepper (medium, seeded and minced)', '1 tomato (small, finely chopped)', '1/2 teaspoon salt', '5 cups masa harina (corn flour, instant)', '6 cups water']","['1. In a non-stick skillet over low heat, sauté chicken in oil until chicken turns white. Constantly stir the chicken to keep it from sticking.', '2. Add onion, garlic, green pepper, and tomato. Cook until chicken mixture is cooked through. Remove skillet from stove and let mixture cool in the refrigerator.', '3. While the chicken mixture is cooling, place the flour in a large mixing bowl and stir in enough water to make a stiff tortilla-like dough.', '4. When the chicken mixture has cooled, mix in the cheese.', '5. Divide the dough into 24 portions. With your hands, roll the dough into balls and flatten each ball into a 1/2 ich thick circle. Put a spoonful of the chicken mixture in the middle of each circle of dough and bring the edges to the center. Flatten the ball of dough again until it is 1/2 inch thick.', '6. In a very hot, iron skillet, cook the pupusas on each side until golden brown.', '7. Serve hot.']",Main,221,38 mg,9 g,23 g,2 g,1 g,14 g,191 mg,2 mg,37 mcg RAE,13 mg,0 mcg,40 mcg DFE
Quesadilla con Huevos,4 servings,"['1/2 cup cheddar or colby jack cheese (grated - cojack)', '2 egg (scrambled)', '4 flour tortillas (6 - 8 inch)', '4 salsa (4 Tablespoons, optional)']","['Wash hands with soap and water.', 'Put 2 Tablespoons cheese and 1/4 of the scrambled eggs on each tortilla.', 'Heat 2 quesadillas at a time in microwave on high for 30 to 45 seconds or until cheese melts.', 'Top with salsa and fold tortilla in half to serve.', 'Add parsley if desired.']",Main,252,108 mg,11 g,27 g,2 g,1 g,11 g,182 mg,2 mg,77 mcg RAE,0 mg,1 mcg,100 mcg DFE
Quick 'N Cool Summer Salad,8 servings,"['14 ounces elbow macaroni', '1 can green beans (16 ounce, drained, or other vegetable)', '1 can tuna packed in water (6.5 ounces, drained and flaked)', '1 cup cheese (diced)', '1/2 cup sweet pickles (diced)', '1/2 cup onion (diced)', '1 cup yogurt, plain', '1/2 cup mayonnaise, light', '1 1/2 tablespoons lemon juice', '1/4 teaspoon salt', '1/4 teaspoon seasoned pepper']","['Wash hands with soap and water.', 'Prepare elbow macaroni according to package directions and drain.', 'Add vegetables, tuna, onions, cheese, and pickles.', 'Mix yogurt, salad dressing, lemon juice, salt and seasoned pepper.', 'Toss with macaroni mixture.', 'Chill before serving.', 'Refrigerate leftovers promptly.']",Main,374,27 mg,10 g,51 g,4 g,7 g,18 g,201 mg,3 mg,60 mcg RAE,3 mg,0 mcg,187 mcg DFE
Quick and Healthy Black-Eyed Peas,6 servings,"['4 slices turkey bacon (chopped)', '2 cups black-eyed peas, frozen (about 2 pounds)', '2 cups water', '1/4 teaspoon black pepper', '1 tablespoon sugar']","['Wash hands with soap and water.', 'Over medium high heat cook bacon for 3-4 minutes.', 'Add the rest of the ingredients and bring to a boil.', 'Reduce heat to simmer and allow to cook until the peas are tender, about 30 minutes.', 'Serve hot.']",Main,241,7 mg,3 g,39 g,10 g,9 g,15 g,39 mg,3 mg,6 mcg RAE,4 mg,0 mcg,219 mcg DFE
Quick Skillet Lasagna,7 servings,"['1/2 cup onion (chopped)', '1/2 pound ground beef (90% lean)', '1 can tomatoes (14.5 ounce)', '1 cup tomato paste (6 ounce can)', '1 parsley, fresh (1 Tablespoon, optional)', '1 1/2 cups water', '1 garlic powder (1 teaspoon, optional)', '2 cups egg noodles (cooked)', '3/4 cup cottage cheese, low-fat', '1/4 cup Parmesan cheese']","['Wash hands with soap and water.', 'Chop onion. Cook beef and onion, in  a large frying pan until beef is brown and onion is tender. Drain off excess fat.', 'Add tomatoes, tomato paste, parsley, water, and garlic powder to the beef mixture. Bring to a boil and simmer until sauce is thick, about 25 minutes.', 'Cook noodles in a separate saucepan according to package directions. Drain.', 'Add cooked, drained noodles to the beef mixture. Stir to prevent sticking.', 'Mix cheeses and drop by spoonfuls into the frying pan.', 'Cover and heat over low heat about 5 minutes.', 'Refrigerate leftovers.']",Main,182,25 mg,5 g,22 g,3 g,7 g,14 g,96 mg,2 mg,44 mcg RAE,14 mg,0 mcg,62 mcg DFE
Quick Tuna Casserole,6 servings,"['1 cup water', '5 ounces egg noodles (wide)', '1 can cream of mushroom soup (10.75 ounce)', '1/3 cup skim milk', '1 can tuna (6.5 ounces, packed in water, drained)', '1 cup green peas (frozen)', '1 cup bread crumbs (optional)']","['Wash hands with soap and water.', 'Preheat oven to 350 degrees.', 'Bring 1 quart of water to a boil in a large pot and cook the egg noodles in the water for 2 minutes.', 'Cover the pot, remove from heat and let stand for 10 minutes.', 'In the meantime, mix the water, soup and milk together in a bowl.', 'Combine tuna and peas with the mixture and pour into a 1-quart casserole dish.', 'Drain the noodles well and combine with the tuna mixture.', 'Sprinkle the top with bread crumbs if desired.', 'Bake for 30 minutes.']",Main,279,34 mg,6 g,41 g,3 g,6 g,15 g,140 mg,3 mg,73 mcg RAE,3 mg,1 mcg,145 mcg DFE
Quinoa and Black Bean Salad,6 servings,"['1/2 cup quinoa (dry)', '1 1/2 cups water', '1 1/2 tablespoons olive oil', '3 teaspoons lime juice', '1/4 teaspoon cumin', '1/4 teaspoon coriander (ground, dried cilantro seeds)', '2 tablespoons cilantro (chopped)', '2 scallions (medium, minced)', '1 can black beans (15.5 ounce can, rinsed and drained)', '2 cups tomato (chopped)', '1 red bell pepper (medium, chopped)', '1 green bell pepper (medium, chopped)', '2 green chiles (minced, to taste)', 'black pepper (to taste)']","['Wash hands with soap and water.', 'Rinse the quinoa in cold water. Boil water in a saucepan, and then add the quinoa.', 'Return to boil, and then simmer until the water is absorbed, 10 to 15 minutes. Cool for 15 minutes.', 'While quinoa is cooking, mix olive oil, lime juice, cumin, coriander, chopped cilantro, and scallions in a small bowl, and set aside.', 'Combine chopped vegetables with the black beans in a large bowl, and set aside.', 'Once quinoa has cooled, combine all ingredients and mix well.', 'Cover and refrigerate until ready to serve.']",Main,199,0 mg,5 g,32 g,9 g,4 g,9 g,64 mg,3 mg,64 mcg RAE,51 mg,0 mcg,105 mcg DFE
Red Bean Quesadilla,4 Servings,"['4 8-inch whole wheat tortilla', '1 cup frozen spinach (thawed and squeezed to remove excess liquid)', '1/2 cup shredded Monterey Jack or Cheddar cheese', '1 avocado (peeled pitted chopped)', '1 can 15.5 ounce low-sodium red kidney beans (drained and rinsed with cold water)', 'garlic powder or dry herbs (optional)']","['Using a fork, mash beans in a bowl until slightly chunky. Add no-salt seasonings such as garlic powder and dried or fresh herbs, if desired.', 'Place 1 tortilla on a plate and top with half the mashed beans.', 'Top the beans with ½ cup of the spinach.', 'Top the spinach with half the cheese.', 'Top the cheese with half the avocado, (optional).', 'Put the other tortilla on top of the avocado, gently pressing it down so the top half sticks.', 'Repeat with the remaining 2 tortillas.', 'Place a nonstick skillet on the stove over medium and heat until warm, then place 1 quesadilla in the dry skillet. Cook until golden brown, about 1–2 minutes on each side. (Or put the plate in the microwave and heat until the cheese melts, about 45 seconds.)', 'Repeat with the remaining quesadilla.', 'Cut each quesadilla into quarters. Serve warm.']",Main,326,22 mg,9 g,48 g,11 g,3 g,18 g,280 mg,4 mg,386 mcg RAE,2 mg,0 mcg,131 mcg DFE
Red Beans and Rice,4 Servings,"['1 cup uncooked brown rice', '2 teaspoons vegetable oil', '2 cloves garlic (peeled and minced)', '1 small yellow onion (chopped)', '1 bell pepper (cored, seeded, and chopped)', '1 1/2 ounces water', '1 fresh tomato (coarsely chopped)', '1/4 teaspoon salt', '1/8 teaspoon ground cumin', '2 cans 15.5 ounce low-sodium red kidney beans (drained and rinsed)', '1 1/2 cups water', '1 avocado (peeled, pitted and chopped)', '2 tablespoons fresh cilantro (chopped, optional)']","['To prepare the rice:', '1.  Put the rice and water in the pot and bring to a boil over high heat. ', '2.  Turn the heat down to low and cook, covered, until the rice is tender, about 45 minutes.', 'To prepare the beans:', '3.  Place the large skillet on the stove over medium-high heat. When it is hot, add the oil. Add the garlic, onion, bell pepper, and 2 tablespoons water. Cook until the mixture is golden, about 10 minutes.', '4.  Add the tomato, salt, cumin, beans, and water and cook until the beans are very soft, about 20–30 minutes.', '5.  Divide the cooked rice among 4 bowls or plates, and top with equal amounts of the bean mixture.', '6.  Top with avocado and sprinkle with cilantro, if using.', '7.  Serve right away, or cover and refrigerate up to 3 days.']",Main,444,0 mg,10 g,77 g,18 g,8 g,17 g,103 mg,4 mg,31 mcg RAE,46 mg,0 mcg,105 mcg DFE
Red Beans and Rice,8 servings,"['2 cups red beans, dry', '8 cups water', '1 1/2 cups onion (chopped)', '1 cup celery (chopped)', '4 bay leaves', '3 tablespoons garlic (chopped)', 'parsley (optional)', '2 teaspoons thyme (crushed, dried)', '1 teaspoon salt', '1 teaspoon black pepper', '1 cup red bell pepper (chopped - could also use green pepper)', '2 cups cooked brown rice']","['Wash hands with soap and water.', 'Pick through beans to remove bad beans. Rinse beans thoroughly.', 'In a 5-quart pot, mix beans, water, onion, celery and bay leaves. Bring to boiling; reduce heat.', 'Cover and cook over low heat for about 1-1/2 hours or until beans are tender. Stir and mash beans against side of pan.', 'Add garlic, parsley, thyme, salt, black pepper, and green pepper.', 'Cook uncovered, over low heat, until creamy, about 30 minutes. Remove bay leaves. Serve over hot cooked rice.']",Main,224,0 mg,1 g,43 g,9 g,3 g,12 g,77 mg,3 mg,33 mcg RAE,29 mg,0 mcg,169 mcg DFE
Red Hot Fusilli,4 servings,"['1 tablespoon olive oil', '2 cloves garlic (minced)', '1/4 cup parsley (fresh minced)', '4 cups ripe tomatoes (chopped)', '1 tablespoon fresh basil (chopped or 1 tsp dried basil)', '1 tablespoon oregano leaves (crushed or 1 tsp dried oregano)', '1/4 teaspoon salt', 'ground red pepper (or cayenne, to taste)', '8 ounces fusilli pasta (uncooked, 4 cups cooked)', 'cooked chicken breast (1/2 pound diced into 1/2-inch pieces, optional)']","['1. Heat oil in a medium saucepan. Saute garlic and parsley until golden.', '2. Add tomatoes and spices. Cook uncovered over low heat 15 minutes or until thickened, stirring frequently. If desired, add chicken and continue cooking for 15 minutes until chicken is heated through and sauce is thick.', '3. Cook pasta firm in unsalted water.', ""4. To serve, spoon sauce over pasta and sprinkle with coarsely chopped parsley. Serve hot as a main dish and cold for the next day's lunch."", '*Cost estimate and nutritional analysis does not include chicken.']",Main,315,0 mg,5 g,56 g,5 g,6 g,11 g,50 mg,3 mg,94 mcg RAE,30 mg,0 mcg,221 mcg DFE
Rice-Crusted Pizza,12 servings,"['2 cups rice (cooked)', '16 ounces mozzarella cheese, part skim', '1 egg', '1/4 teaspoon salt', '2 cups tomato puree']","['1. Heat oven to 350 degrees. Grease a 12 inch pizza pan or baking sheet.', '2. Cook rice following directions on the package; set aside.', '3. Grate cheese; set aside.', '4. Crack egg and place in mixing bowl, stirring to blend. Measure and add 2 cups cooked rice, 1 cup grated cheese, and salt. Mix well to combine ingredients.', '5. Spread rice mixture in prepared pan, pressing firmly and making outer edge slightly raised.', '6. Spread tomato puree evenly over rice mixture.', '7. Place pan in oven. Bake for 25 minutes.', '8. Remove pan from oven sprinkle pizza with remaining cheese. Bake 5 minutes longer or until cheese melts.', '9. Remove pizza from oven. Cut into 12 slices.', 'Create-a-Flavor Changes\n- Try different kinds of rice.\n- Try different kinds of cheese.\n- Use sliced or chopped green peppers, onions, mushrooms, or other vegetables as toppings.']",Main,174,37 mg,9 g,12 g,1 g,3 g,12 g,292 mg,1 mg,81 mcg RAE,1 mg,0 mcg,36 mcg DFE
Roast Chicken,7 Servings,"['1 chicken, whole', '1 tablespoon olive oil (or canola oil)', '1 teaspoon Italian seasoning', '1 teaspoon garlic powder', 'salt and pepper (to taste, optional)']","['Wash hands with soap and water.', 'Preheat oven to 375°F.', 'Combine Italian seasoning, garlic powder, salt and pepper (optional).', 'Rub chicken with oil, then rub with spice mixture.', 'Place chicken, breast side down, in roasting pan or Dutch oven.', 'Bake, uncovered, until internal temperature reaches at least 165°F.', 'Let chicken rest for 10 minutes before cutting.']",Main,312,81 mg,25 g,0 g,0 g,0 g,20 g,15 mg,1 mg,59 mcg RAE,0 mg,0 mcg,8 mcg DFE
"Roast Turkey Breast with Rosemary, Sage, and Thyme",8 Servings,"['3 pounds turkey breast half (with skin and bones)', '1 onion, large quartered', '1 carrot, large quartered', '1 teaspoon dried sage', '1 teaspoon dried thyme', '1 teaspoon rosemary', '3 tablespoons olive oil', 'salt and pepper (to taste, optional)', 'chicken broth, low sodium (or margarine, for basting, optional)']","['Wash hands with soap and water.', 'Preheat oven to 400°F.', 'Place turkey breast in roasting pan along with onion and carrot.', 'Mix spices with olive oil. Rub turkey with olive oil.', 'Roast turkey at 400°F for 15 minutes. Baste with margarine and chicken broth (optional).', 'Reduce turkey temperature to 350°F and roast turkey, basting every 20 minutes with pan juices (or margarine and chicken broth), about 1 hour and 15 minutes, or until meat thermometer inserted in thick part of meat registers 165°F.', 'Remove to carving board and let rest for 10 minutes.']",Main,305,136 mg,9 g,2 g,1 g,1 g,51 g,26 mg,2 mg,81 mcg RAE,2 mg,1 mcg,20 mcg DFE
"Roasted Brussels Sprouts, Potatoes, and Chicken",4 Servings,"['3 cups brussels sprouts (fresh or frozen halved vertically, about 3/4 pound)', '4 small red potatoes (cut into chunks)', '1/2 cup chopped onion', '2 cloves garlic (minced)', '2 tablespoons olive oil', '1/4 teaspoon salt', '1/8 teaspoon pepper', '1/2 cup non-fat ricotta cheese (or cottage cheese)', '1/4 cup Part-skim mozzarella cheese (shredded)', '2 tablespoons non-fat milk', '1 pound boneless chicken breast (4 portions)']","['Preheat oven to 325 degrees Fahrenheit.', 'In a 2 quart baking dish coated with cooking spray, toss Brussels sprouts, potatoes, onion, and garlic with 1 T olive oil, salt, and pepper.', 'In a small bowl, mix cheese with milk.', 'Coat chicken breasts with remaining olive oil.', 'Nest among vegetables in baking dish.', 'Top with cheese mix.', 'Cover with foil and bake for 40-45 minutes or until chicken is done.']",Main,400,75 mg,12 g,40 g,6 g,6 g,35 g,207 mg,3 mg,59 mcg RAE,82 mg,0 mcg,85 mcg DFE
Round Steak Casserole,8 servings,"['2 pounds round steak (cut 1/2 inch thick)', 'teaspoon garlic salt, salt, pepper', '1 onion (thinly sliced)', '3 potatoes (peeled and quartered)', '1 can French-style green beans (drained)', '1 can tomato soup (10 ounce)', '1 can tomatoes (peeled and whole)']","['1. Season round steak lightly with garlic salt, salt and pepper.', '2. Cut into serving pieces and place in crock pot with sliced onion,\nwhich has been separated into rings.', '3. Add potatoes and green beans.', '4. Top with tomato soup and tomatoes.', '5. Cover and cook on Low for 8 hours.', '6. Remove cover during last half-hour if there is too much liquid.', '7. To cook in 2-quart crock pot, reduce ingredients slightly.']",Main,258,56 mg,6 g,29 g,5 g,7 g,23 g,63 mg,4 mg,27 mcg RAE,35 mg,0 mcg,44 mcg DFE
